Word,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
adherent,n.,/ədˈhɪərənt/,"someone who supports a particular party, person, or set of ideas.",طرفدار,supporter,"""/səˈpɔːrtər/<font color=""""darkblue""""> &nbsp; advocate</font> /ˈædvəkeɪt/<br>[sound:advocate.mp3]""","""<img src=""""supporter.png"""">""","""● He was a strong <font color=""""#0080bc"""">adherent</font> of monetarism.<br>● Both have their <font color=""""#0080bc"""">adherents</font>, among writers and among readers.<br>● It is actually a growing movement with <font color=""""#0080bc"""">adherents</font> across the globe.<br>""",,"""Because an <font color=sienna><i>adherent</i> </font>is usually something or someone that sticks to something or someone else, it's logical that it can also mean a person who believes in and supports a certain philosophy or leader.""",,adhere,/ədˈhɪr/,چسبیدن، وفادار بودن,,,,,,,,,,,,,,,,,,,,,,,
adjacency,n.,/əˈjāsᵊn(t)sē/,"contiguity, contiguousness",نزدیکی، مجاورت,nearing,"""/nɪərɪŋ/<font color=""""darkblue""""> &nbsp; contiguity</font> /ˌkɒntɪˈɡjuːɪti/ <br>[sound:contiguity.mp3]""","""<img src=""""images (94).png"""">""","""● The <font color=""""#0080bc"""" style="""""""">adjacency</font> of the edge of the culvert warned him of what had befallen.<br>● Environmentalists are concerned about the proposed shopping plaza's <font color=""""#0080bc"""">adjacency</font> to the river.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adjacent,adj.,/əˈdʒeɪsənt/,next to or adjoining something else.,مجاور - همجوار,nearby,"""/ˈnɪəbaɪ/<font color=""""darkblue""""> &nbsp; neighboring</font> /ˈneɪbərɪŋ/ <br>[sound:neighboring.mp3]""","""<img src=""""paste-32270636b5af580da27e98053a67e7374edb141a.jpg"""">""","""● The blaze spread to two <font color=""""#0080bc"""">adjacent</font> buildings before firefighters were able to contain it.<br>● A naive operation consists of pushing one crate into an <font color=""""#0080bc"""">adjacent</font> free area.<br>● A local population that goes extinct is quickly replaced by immigrants from an <font color=""""#0080bc"""">adjacent</font> community.<br>● Both types occur <font color=""""#0080bc"""">adjacent to</font> a landmass, with a barrier reef being separated from the landmass by a greater distance and deeper water channel than the fringing reef.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adjust,v.,/əˈdʒʌst/,"alter or move (something) slightly in order to achieve the desired fit, appearance, or result.",تنظیم کردن - سازگار کردن,modify,/ˈmɑːdɪfaɪ/,"""<img src=""""paste-3de3a92edb6fae8887101e4b2af186264b4892dd.jpg"""">""","""● he smoothed his hair and <font color=""""#0080bc"""">adjusted</font> his tie.<br>● It didn't take long for Lisa to <font color=""""#0080bc"""" style="""""""">adjust</font> to her new job.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
administer,v.,/ədˈmɪnɪstər/,"manage and be responsible for the running of (a business, organization, etc.).",اداره کردن، مدیریت کردن,manage, /ˈmanɪdʒ/,"""<img src=""""administer (2).jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● each school was <font color=""""#0080bc"""">administered</font> separately.<br>● The money will be <font color=""""#0080bc"""">administered</font> by local charities.<br>● Our office <font color=""""#0080bc"""">administers</font> the affairs of the Society.<br>● Others had tried to <font color=""""#0080bc"""" style="""""""">administer</font> to her but he knew it was pointless and turned away.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admire,v.,/ədˈmaɪər/,"to respect and like someone because they have done something that you think is good, or to respect their qualities or skills",تحسین کردن،&nbsp;احترام گذاشتن,respect,/rɪˈspekt/,"""<img src=""""paste-88837103550465 (1).jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● I was just <font color=""""#0080bc"""">admiring</font> your lovely garden.<br>● I really <font color=""""#0080bc"""">admire</font> the way she brings up those kids all on her own.<br>● They <font color=""""#0080bc"""" style="""""""">admire</font> you for what you have accomplished.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admit,v.,/ədˈmɪt/,"confess to be true or to be the case, typically with reluctance.",راه دادن - پذیرفتن، قبول کردن، اعتراف کردن,let in&nbsp; &nbsp;accept&nbsp; &nbsp;confess&nbsp; &nbsp;acknowledge,<br>[sound:accept.mp3][sound:confess.mp3][sound:acknowledge.mp3],"""<img src=""""paste-58372900519937.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● The office finally <font color=""""#0080bc"""">admitted</font> that several prisoners had been injured.<br>● He needed glasses, but he wouldn't <font color=""""#0080bc"""" style="""""""">admit</font> it.<br>""",,,,,,,admission,,ورود - اعتراف,,,,,,,,,,,,,,,,,,,,
adopt,v.,/əˈdɑːpt/,formally approve or accept (a report or suggestion).,اتخاذ کردن، اقتباس کردن، قبول کردن، پذیرفتن - به فرزندی پذیرفتن,choose &nbsp; follow &nbsp; enact &nbsp; <br>foster &nbsp; take in,<br>[sound:follow.mp3][sound:enact.mp3][sound:foster.mp3],"""<img src=""""paste-34595961569281.jpg"""">""","""● Sally was <font color=""""#0080bc"""">adopted</font> when she was four.<br>● There are many people eager to <font color=""""#0080bc"""">adopt</font> a baby.<br>● The courts were asked to <font color=""""#0080bc"""">adopt</font> a more flexible approach to young offenders.<br>● She had to <font color=""""#0080bc"""">adopt</font> a positive attitude.<br>● Kim <font color=""""#0080bc"""">adopts</font> a southern accent when speaking to family back home.<br>● Congress finally <font color=""""#0080bc"""">adopted</font> the law after a two-year debate.<br>● Stevens became a Muslim and <font color=""""#0080bc"""">adopted</font> the name Yusuf Islam.<br>● Becoming a member of a society means <font color=""""#0080bc"""">adopting</font> its values.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advance,n.,/ədˈvɑːns/,a forward movement.,پیشرفت - پیشروی,improvement,/ɪmˈpruːvmənt/,"""<img src=""""advance.png"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● The rebels' <font color=""""#0080bc"""">advance</font> on Madrid was well under way.<br>● The <font color=""""#0080bc"""" style="""""""">advance</font> made in agricultural industry also is of very great importance.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advent,n.,/ˈædvent/,"the arrival of a notable person, thing, or event.",ظهور - پیدایش,arrival,"""/əˈraɪvəl/<font color=""""darkblue""""> &nbsp; beginning</font> /bɪˈɡɪnɪŋ/ <br>[sound:beginning.mp3]""","""<img src=""""advent.png"""">""","""● the <font color=""""#0080bc"""">advent</font> of television<br>● Life in Britain was transformed by the <font color=""""#0080bc"""" style="""""""">advent</font> of<b> </b>the steam engine. <br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affair,n.,/əˈfer/,an event or sequence of events of a specified kind or that has previously been referred to.,امور، کار و بار - رویداد مهم,matter, /ˈmætər/<br>,"""<img src=""""affair (1).jpg"""">""","""● The Ministry of Foreign <font color=""""#0080bc"""">Affairs</font><br>● Women had little role in public <font color=""""#0080bc"""">affairs</font>.<br>● I am not prepared to discuss my financial <font color=""""#0080bc"""">affairs</font> with the press.<br><hr>● The whole <font color=""""#0080bc"""">affair</font> was a disaster.<br>● The party was a very grand <font color=""""#0080bc"""">affair</font>.<br>● The board admitted responsibility for the <font color=""""#0080bc"""">affair</font>.<br><hr>● Maybe she was <font color=""""#0080bc"""">having</font> an <font color=""""#0080bc"""" style="""""""">affair</font> with the butcher.<br>""",[sound:ankidroid_audioclip__TahlilGaran_TDictionary_affair_t_98lj50s67797350447499430689.mp3][sound:ankidroid_audioclip__TahlilGaran_TDictionary_affair_t_970656jji757805616428902067.mp3][sound:ankidroid_audioclip__TahlilGaran_TDictionary_affair_t_970656jj6209763445916221791.mp3]| [sound:ankidroid_audioclip__TahlilGaran_TDictionary_affair_t_98lj503g8388775300949768223.mp3],"""If your grandfather was so startled by people shouting """"Surprise!"""" at his birthday party that he had a mild heart attack, you'd probably want to just forget the whole <i><font color=""""sienna"""">affair</font></i>. An <font color=""""sienna""""><i>affair</i> </font>is a specific event.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
afford,v.,/əˈfɔːrd/,to provide or supply (an opportunity or facility),فراهم کردن - تامین کردن,provide,"""/prəˈvaɪd/<font color=""""darkblue""""> &nbsp; offer</font> /ˈɒːfər/<br>[sound:offer_1342704248563.mp3]""","""<img src=""""afford (1).jpg"""">""","""● The rooftop terrace <font color=""""#0080bc"""">affords</font> a beautiful <font color=""""#0080bc"""">view</font> over the city.<br>● It <font color=""""#0080bc"""">afforded</font> her the opportunity to improve her tennis skills.<br>● The new law will <font color=""""#0080bc"""">afford protection</font> to employees.<br><br>● We can’t <font color=""""#0080bc"""">afford</font> to go on vacation this year.<br>● I couldn’t <font color=""""#0080bc"""">afford</font> the rent on my own.<br>● How can she <font color=""""#0080bc"""">afford</font> to eat out every night?<br>● Dad can’t <font color=""""#0080bc"""">afford</font> any more time off work.<br>● We can’t <font color=""""#0080bc"""">afford</font> to wait any longer or we’ll miss the plane.""",[sound:ankidroid_audioclip__TahlilGaran_TDictionary_afford_t_98ljgs331465030270564840349.mp3][sound:ankidroid_audioclip__TahlilGaran_TDictionary_afford_t_9706gis306382045237041477189.mp3][sound:ankidroid_audioclip__TahlilGaran_TDictionary_afford_t_9706gis3s2554202258790222640.mp3],,,,,,,,,,,,,,,,,,,,,,,,,,,,
aggravate,v.,/ˈæɡrəveɪt/,"make (a problem, injury, or offense) worse or more serious.",بدتر کردن، اضافه کردن، عصبانی کردن,annoy &nbsp; irritate &nbsp; increase&nbsp;&nbsp;&nbsp;intensify&nbsp;&nbsp;&nbsp;make worse,<br>[sound:annoy.mp3][sound:irritate.mp3][sound:increase.mp3],"""<img src=""""aggravate.jpg"""">""","""● Their money problems were <font color=""""#0080bc"""">further aggravated</font> by a rise in interest rates.<br>● Building the new road will only <font color=""""#0080bc"""">aggravate the situation</font>.<br>● Military action would only <font color=""""#0080bc"""">aggravate the situation</font>.<br>● What really <font color=""""#0080bc"""">aggravates</font> me is the way she won’t listen.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aggregate,adj.,/ˈaɡrɪɡət/,formed or calculated by the combination of many separate units or items; total.,بهم پیوسته، مجموع,combined,"""/kəmˈbʌɪn/<font color=""""darkblue""""> &nbsp; overall</font> /ˈəʊvərɔːl/<br>[sound:overall.mp3]""","""<img src=""""aggregate (3).jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● The smaller minorities got an <font color=""""#0080bc"""">aggregate of</font> 1,327 votes.<br>● <font color=""""#0080bc"""">In the aggregate</font> (=as a group or in total), women outlive men by 7 or more years.<br>● The <font color=""""#0080bc"""">aggregate</font> amount of grants made.<br>● Manchester United won 2–1 <font color=""""#0080bc"""">on aggregate</font>.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aggregation,n.,/ aɡrɪˈɡeɪʃ(ə)n /,assemblage,اجتماع,group,/ɡruːp/,"""<img src=""""paste-e4af84aa10b7af8ecedc5a22258203522fdceedd.jpg"""">""","""● A single dose of aspirin irreversibly inhibits the normal <font color=""""#0080bc"""">aggregation</font> of platelets.<br>● Japanese banks represent perhaps 35% of South Korea’s borrowings, but the precise <font color=""""#0080bc"""">aggregation</font> is uncertain.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agile,adj.,/ˈædʒəl/,able to move quickly and easily.,فرز، چابک، زیرک,astute,"""/əˈstjuːt/<font color=""""darkblue""""> &nbsp; clever</font> /ˈklevər/<font color=""""darkblue""""> &nbsp; nimble</font> /ˈnɪmbəl/<br>[sound:clever.mp3][sound:nimble_1342704248563.mp3]""","""<img src=""""paste-122ef9af139193f6bb784b9d740573c18118f3d4.jpg"""">""","""● Ruth was as <font color=""""#0080bc"""">agile</font> as a monkey.<br>● Dogs are surprisingly <font color=""""#0080bc"""">agile</font>.<br><br>● He was physically strong and mentally <font color=""""#0080bc"""">agile</font>.<br>● With surprising <font color=""""#0080bc"""">agility</font>, Karl darted across the road.""",,,,,,,agility,"/əˈdʒɪləti, əˈdʒɪlɪti/",,,,,,,,,,,,,,,,,,,,,
air,n.,/er/,an impression of a quality or manner given by someone or something.,احساس، حس,feeling,,"""<img src=""""feeling.jpg"""">""","""● She answered with a faint <font color=""""#0080bc"""">air of</font> boredom.<br>● She had an <font color=""""#0080bc"""">air of</font> quiet confidence.<br>● She looked at him with a determined <font color=""""#0080bc"""">air</font>.<br>● You have an <font color=""""#0080bc"""">air of</font> authority.<br>● A stone balcony gives the building an <font color=""""#0080bc"""">air of</font> elegance.<br>● He leaned towards Melissa with an <font color=""""#0080bc"""">air of</font> great confidentiality.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alarm,v. n.,/əˈlɑːrm/,<b>(v.)</b> to make someone feel worried or frightened<br><b>(n.)</b> an anxious awareness of danger,از خطر آگاه کردن، مضطرب کردن - هشدار,sound, /saʊnd/ <font color=darkblue>&nbsp; warning</font> /ˈwɔːrnɪŋ/<br>[sound:warning.mp3],"""<img src=""""paste-47820165873665.jpg"""">""","""● I don’t want to <font color=""""#0080bc"""">alarm</font> you, but I can’t find the key.<br>● This fish gives off a poisonous mucus from its mouth when <font color=""""#0080bc"""">alarmed</font>.<br><hr>● The fire service was called out, but it was a <font color=""""#0080bc"""">false alarm</font>.<br>● The guard <font color=""""#0080bc"""">raised</font> the <font color=""""#0080bc"""">alarm</font> when he discovered that six prisoners had escaped.<br>● Many birds give <font color=""""#0080bc"""">alarm calls</font> to warn of danger.<br>● the boat tilted and the boatmen cried out in <font color=""""#0080bc"""">alarm.</font>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
