Id,Word,Extras,Transcription,Part of Speech,Definition,Example,Example Cloze,Image,Word Audio,Definition Audio,Example Audio,Short Meaning,Long Meaning,Web World,Found
4000EEW_B02_U01_0614,total,,[tóutl],n.,<i>Total</i> shows that everyone or everything has been counted,.The <b>total</b> cost of the items she bought was $52.,.The {{c1::total}} cost of the items she bought was $52.,"""<img src=""""4000EEW_B02_U01_0614.jpg"""" />""",[sound:4000EEW_B02_U01_0614.word.mp3],[sound:4000EEW_B02_U01_0614.definition.mp3],[sound:4000EEW_B02_U01_0614.example.mp3],"There are many meanings of total, but they all have something to do with completeness. A total is a whole or complete amount, and ""to total"" is to add numbers or to destroy something.","In math, you total numbers by adding them: the result is the total. If you add 8 and 8, the total is 16. If a car is totaled in an accident, it has been completely destroyed. A total defeat is a complete and utter defeat with no chance of recovering. The total resources of a company are all its resources, everything it has.",total,True
4000EEW_B02_U01_0615,tower,,[táuər],n.,"A <i>tower</i> is a tall, narrow building.",This is a very famous <b>tower</b> in Italy.,This is a very famous {{c1::tower}} in Italy.,"""<img src=""""4000EEW_B02_U01_0615.jpg"""" />""",[sound:4000EEW_B02_U01_0615.word.mp3],[sound:4000EEW_B02_U01_0615.definition.mp3],[sound:4000EEW_B02_U01_0615.example.mp3],"A tower is a tall structure, with the diameter of its base less than its height. Rapunzel lived in a tower. If you have a super tall friend and you're short, you could say they tower over you.","Towers can come in handy––you can build one and climb to the top, looking out for approaching enemies, or in the case of a fire tower, for early signs of forest fires. One of the most famous towers is the Tower of London, with its long-held reputation as a place of torture and execution. Most people are surprised to learn that only seven people were executed in the Tower.",tower,True
4000EEW_B02_U01_0616,town,,[taun],n.,"A <i>town</i> is a place where people live and work, and is smaller than a city.","I come from a small <b>town</b>, and everyone there knows each other.","I come from a small {{c1::town}}, and everyone there knows each other.","""<img src=""""4000EEW_B02_U01_0616.jpg"""" />""",[sound:4000EEW_B02_U01_0616.word.mp3],[sound:4000EEW_B02_U01_0616.definition.mp3],[sound:4000EEW_B02_U01_0616.example.mp3],"A town is an area where people live that's bigger than a village and smaller than a city. A town has a specific boundary, a name, and (usually) its own government.","A town is essentially a small city. It's got a smaller population and usually has fewer big apartment buildings and more single-family homes. When something or someone is in town, they are visiting your town: ""I'm so excited that the circus is in town!"" And if you go out on the town, you take advantage of the nightlife in a town or city.",town,True
4000EEW_B02_U01_0617,train,,[trein],n.,A <i>train</i> is a group of railway cars connected together.,"The <b>train</b> is very fast, so we can get home in one hour.","The {{c1::train}} is very fast, so we can get home in one hour.","""<img src=""""4000EEW_B02_U01_0617.jpg"""" />""",[sound:4000EEW_B02_U01_0617.word.mp3],[sound:4000EEW_B02_U01_0617.definition.mp3],[sound:4000EEW_B02_U01_0617.example.mp3],"To train means to teach a skill. If you train your cat to use the toilet, your family will be amazed.","You can train animals to perform in a circus or roll over, and you can train people to do things like program computers or use an espresso machine. When you instruct someone how to do a task, you train him or her. Other meanings of the word train? A locomotive, like the train that takes people from New York City to Boston or a long piece of material attached to the back of a dress, like the train on a wedding dress.",train,True
4000EEW_B02_U01_0618,walk,,[wɔːk],v.,"To <i>walk</i> is to move forward using legs, but it is slower than running.",The children <b>walk</b> to school in the morning.,The children {{c1::walk}} to school in the morning.,"""<img src=""""4000EEW_B02_U01_0618.jpg"""" />""",[sound:4000EEW_B02_U01_0618.word.mp3],[sound:4000EEW_B02_U01_0618.definition.mp3],[sound:4000EEW_B02_U01_0618.example.mp3],"""Put one foot in front of the other, and soon you'll be walking out the door...."" That's right, putting your feet into motion is what you need to do to walk.","The words walk isn't just used to describe the action of taking one step in front of the other. In baseball, it's a term for when a batter receives four balls and is given the right to walk to first base. When a horse's gate is slow and it keeps two feel always on the ground, that's a walk. When you choose a particular path for yourself in life, you could call that a walk of life.",walk,True
4000EEW_B02_U01_0619,watch,,[waʧ],v.,To <i>watch</i> is to look at someone or something for a period of time.,My friend came over to <b>watch</b> a movie with me.,My friend came over to {{c1::watch}} a movie with me.,"""<img src=""""4000EEW_B02_U01_0619.jpg"""" />""",[sound:4000EEW_B02_U01_0619.word.mp3],[sound:4000EEW_B02_U01_0619.definition.mp3],[sound:4000EEW_B02_U01_0619.example.mp3],"When you watch something, you observe it or guard it — like when you watch the latest episode of your favorite television show or when you watch your baby cousin.","You use the word watch (rather than look) when you'll be observing for a while, and with some care. If you agree to watch your neighbor's puppy, it means that you've promised to observe him carefully and make sure he doesn't get into trouble. When watch is a noun, it is the timepiece you wear on your wrist. Many people use their cell phones to get the time of day, instead of their watches.",watch,True
4000EEW_B02_U01_0620,world,,[wəːrld],n.,The <i>world</i> is the Earth and all the people and things in it.,What are the names of the five oceans of the <b>world</b>?,What are the names of the five oceans of the {{c1::world}}?,"""<img src=""""4000EEW_B02_U01_0620.jpg"""" />""",[sound:4000EEW_B02_U01_0620.word.mp3],[sound:4000EEW_B02_U01_0620.definition.mp3],[sound:4000EEW_B02_U01_0620.example.mp3],"The noun world usually refers to the earth, including both the planet itself and the organisms that live on it. If you say, ""I want to get out and see the world,"" you want to go everywhere and see everything.","World can also mean someone's individual experiences — your world changed when you got a cat — or one particular region or group, like an actor famous throughout the Spanish-speaking world. While today you can use the words world and earth interchangeably, world originally meant just human experience; the Old English wer, or man, plus ald, or age, together formed weralt: the age of man.",world,True
4000EEW_B02_U02_0621,anxious,,[ǽŋkʃəs],adj.,<i>Anxious</i> means feeling worried or nervous.,She was <b>anxious</b> about not making her appointment on time.,She was {{c1::anxious}} about not making her appointment on time.,"""<img src=""""4000EEW_B02_U02_0621.jpg"""" />""",[sound:4000EEW_B02_U02_0621.word.mp3],[sound:4000EEW_B02_U02_0621.definition.mp3],[sound:4000EEW_B02_U02_0621.example.mp3],"When you are anxious, you are very concerned or worried, but it can also refer to when you are quite interested in something. You might be anxious to improve your performance in math class after falling asleep during a big test.","The word anxious has generally been used to describe when someone is very concerned about something. In medical terms, to be anxious means feeling uneasy and worried but not always with a specific focus. On the other hand, being anxious can also mean that you are very eager. One meaning is negative and the other is positive!",anxious,True
4000EEW_B02_U02_0622,awful,,[ɔ́ːfəl],adj.,An <i>awful</i> thing is very bad.,Her performance last night was <b>awful</b>.,Her performance last night was {{c1::awful}}.,"""<img src=""""4000EEW_B02_U02_0622.jpg"""" />""",[sound:4000EEW_B02_U02_0622.word.mp3],[sound:4000EEW_B02_U02_0622.definition.mp3],[sound:4000EEW_B02_U02_0622.example.mp3],"Describe something that is exceptionally bad as awful, but be careful: Saying your mom's cooking is awful may be truthful, but it's also likely to get you a frying pan upside the head.","In addition to meaning exceptionally bad, the adjective awful can also mean exceedingly large or extreme in degree. That new car costs an awful lot of money, for example. Perhaps you should think about a bus pass or bicycle instead! As an adverb, awful is used as an intensifier, meaning very. As in, ""It's taking you an awful long time to finish that paper. Stop procrastinating.""",awful,True
4000EEW_B02_U02_0623,consist,,[kənsíst],v.,To <i>consist</i> of certain is to be made of parts or things them.,"Today’s choices for lunch <b>consisted</b> of pizza, hamburgers, and hot dogs.","Today’s choices for lunch {{c1::consisted}} of pizza, hamburgers, and hot dogs.","""<img src=""""4000EEW_B02_U02_0623.jpg"""" />""",[sound:4000EEW_B02_U02_0623.word.mp3],[sound:4000EEW_B02_U02_0623.definition.mp3],[sound:4000EEW_B02_U02_0623.example.mp3],"Almost always used with the preposition ""of,"" the verb consist means to be made up of, or composed of something. A heated conversation might consist of only two words: ""yes"" and ""no.""","If you're talking about something that is made up of other things, consist is your word. A molecule consists of atoms and their bonds. Consist is often used in the past tense, so you're likely to hear it used in a sentence like ""the game consisted of fourteen players and one stick."" But you can use it in the present tense too. Grammar consists of many, many different rules, all of which are applied differently, depending on whether you're speaking or writing. The clubs all consist of singers, and singers only. If you play an instrument, look elsewhere, bud.",consist,True
4000EEW_B02_U02_0624,desire,,[dizáiər],v.,To <i>desire</i> is to want something.,My sister <b>desires</b> a big house and lots of money.,My sister {{c1::desires}} a big house and lots of money.,"""<img src=""""4000EEW_B02_U02_0624.jpg"""" />""",[sound:4000EEW_B02_U02_0624.word.mp3],[sound:4000EEW_B02_U02_0624.definition.mp3],[sound:4000EEW_B02_U02_0624.example.mp3],"If you're talking about the longings of the heart, use the word desire. When you are studying for a difficult history exam, the desire to be somewhere far away doing something fun might be very strong!","Desire can be used as both a noun and a verb. Is your boyfriend your heart's desire? Your parents probably desire your punctual appearance at the dinner table every evening. Desire is usually used not just when you long for any old thing, but for something that is associated with giving great pleasure. Thus, you might want to get an A on a test, but you desire a piece of chocolate cake.",desire,True
4000EEW_B02_U02_0625,eager,,[íːgər],adj.,<i>Eager</i> shows excitement about something.,The man was <b>eager</b> to talk about the good news.,The man was {{c1::eager}} to talk about the good news.,"""<img src=""""4000EEW_B02_U02_0625.jpg"""" />""",[sound:4000EEW_B02_U02_0625.word.mp3],[sound:4000EEW_B02_U02_0625.definition.mp3],[sound:4000EEW_B02_U02_0625.example.mp3],"The adjective eager describes someone is excited about or impatient for something. If you want to be a doctor one day, you might be eager to dissect a frog in biology. Your squeamish friend? Not so eager.","Eager derives from old words meaning ""sharp, pungent or keen,"" and eager carries that sense of sharpness still. In fact, being overeager is a criticism; someone overeager is likely to make a mistake because they are moving too quickly or not thinking things through before they act.",eager,True
