"Word","Soundmark","Explanation0","Example0","Equivalence0","Derivative0","Opposite0","Explanation1","Example1","Equivalence1","Derivative1","Opposite1","Explanation2","Example2","Equivalence2","Derivative2","Opposite2","Explanation3","Example3","Equivalence3","Derivative3","Opposite3","Category","Image","Audio","tags","deck"
"construe","[kənˈstruː]","【释】v. 理解 to understand the meaning of","【例】Amber could not construe the meaning of the difficult SAT word even after the professor's multiple explanations.","【选】interpret","【派】construction（n. 理解）",,,,,,,,,,,,,,,,,,,"[sound:youdao-0e943d5e-3dd53d7f-d2921eb8-3757f2ea-d56cc51d.mp3]",,"GRE::新东方GRE佛脚词改"
"fallacy","[ˈfæləsi]","【释】n. 错误，谬论 a false or mistaken idea","【例】The fallacy in this argument lies in the author's deep-seated bias in his choices of evidence.",,"【派】fallacious（adj. 错误的）","【反】validity",,,,,,,,,,,,,,,,,,"[sound:youdao-26b8f03a-5c436ff5-f30da293-912ede4d-811ac632.mp3]",,"GRE::新东方GRE佛脚词改"
"increment","[ˈɪŋkrəmənt]","【释】n. 增长，递增 the action or process of increasing especially in quantity or value","【例】The annual increment in study loan interests means that students are faced with insurmountable debts at the end of their studies.",,"【派】incremental（adj. 增加的）",,,,,,,,,,,,,,,,,,,"[sound:youdao-0b2ea4d7-7f456f0a-cd04a497-9032d779-fc600e13.mp3]",,"GRE::新东方GRE佛脚词改"
"deteriorate","[dɪˈtɪriəreɪt]","【释】v. 恶化 to make (something) worse","【例】When the brilliant writer Oliver Sacks was diagnosed with cancer, his condition deteriorated very quickly and the doctors could not help him.","【选】worsen, decline","【派】deterioration（n. 恶化）","【反】improve",,,,,,,,,,,,,,,,,,"[sound:youdao-4c7db246-6614ccfd-025fc492-12cc7fc9-1f2c12b2.mp3]",,"GRE::新东方GRE佛脚词改"
"grandiose","[ˈɡrændioʊs]","【释】adj. 宏伟壮观的 impressive because of uncommon largeness, scope, effect, or grandeur","【例】Beyoncé's birthday party was grandiose and extravagant, with white swans and a chocolate fountain made of solid gold.",,,,"【释】adj. 妄自尊大的 characterized by excessive self-importance or affected grandeur","【例】Kanye West has a grandiose sense of importance which he unabashedly announces to the world.",,,,,,,,,,,,,,,,"[sound:youdao-6ed0c2bd-c6f00255-3f9eb077-5d012d9a-6d3ed777.mp3]",,"GRE::新东方GRE佛脚词改"
"truncate","[ˈtrʌŋkeɪt]","【释】v. 缩短 to make shorter","【例】The resourceful teacher truncated her usual lectures into snippets that her busy students could study while riding the bus or waiting in line.","【选】shorten, foreshorten",,,,,,,,,,,,,,,,,,,,"[sound:youdao-e526c5fa-1455a459-6ae0cb75-3aa3b134-78abdc18.mp3]",,"GRE::新东方GRE佛脚词改"
"haphazard","[hæpˈhæzərd]","【释】adj. 无序的，凌乱的 having no plan, order, or direction","【例】The shooting victim felt so disoriented after the attack that he started moving in a haphazard fashion and was unable to walk in a straight line.","【选】helter-skelter, random",,,,,,,,,,,,,,,,,,,,"[sound:youdao-b9f7c76b-2379acc3-981192af-bb7d262c-cb4ef68b.mp3]",,"GRE::新东方GRE佛脚词改"
"quizzical","[ˈkwɪzɪkl]","【释】adj. 好奇而疑惑的 expressive of puzzlement, curiosity, or disbelief","【例】When the statistics teacher introduced the idea of standard deviation, a few of the students nodded in comprehension while others gave her quizzical looks.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-bbaa6a5e-98eb3412-8bd34e59-ef3d359b-30d9d2cb.mp3]",,"GRE::新东方GRE佛脚词改"
"provincial","[prəˈvɪnʃl]","【释】adj. 眼光狭隘的 limited in outlook","【例】After encountering a wide range of perspectives at college, Emma began to question if her previous outlook had been too provincial and conservative.","【选】insular",,,"【释】adj. 乡下的 lacking the polish of urban society","【例】After moving to the city, Jon realized that his hometown theater was only a provincial imitation of Broadway.",,,,,,,,,,,,,,,,"[sound:youdao-678c3587-208b8194-8dec985b-f8cd32be-0881045d.mp3]",,"GRE::新东方GRE佛脚词改"
"insensitive","[ɪnˈsensətɪv]","【释】adj. 漠视的，不在乎的 not responsive or susceptible","【例】Emma was gradually alienated by her colleagues due to her insensitive behavior and lack of empathy.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-7aa2d46c-2d48ce40-f52614a4-b4b0ee31-ef773dd2.mp3]",,"GRE::新东方GRE佛脚词改"
"shackle","[ˈʃækl]","【释】v. 阻碍 to deprive of freedom especially of action by means of restrictions or handicaps","【例】The prisoners were rendered immobile as their limbs were cruelly shackled to the poles with thick metal chains.","【选】stifle",,,,,,,,,,,,,,,,,,,,"[sound:youdao-46724a02-14b15db4-b6c0fc68-870f8a1e-5b74d746.mp3]",,"GRE::新东方GRE佛脚词改"
"cumbersome","[ˈkʌmbərsəm]","【释】adj. 笨拙的 unwieldy because of heaviness and bulk","【例】The train journey was uncomfortable because the lady seated next to me was carrying some cumbersome baggage that she refused to store away in the roof rack.","【选】unwieldy","【派】cumber（v. 阻碍，挡路）",,,,,,,,,,,,,,,,,,,"[sound:youdao-b91ef5f7-5d96b44a-0940787c-5154d184-d03d6696.mp3]",,"GRE::新东方GRE佛脚词改"
"encomium","[enˈkoʊmiəm]","【释】n. 赞美 glowing and warmly enthusiastic praise","【例】Sir John Rose, the former boss of Rolls-Royce, deserves the encomium he receives from the public as he is a truly tremendous business leader.","【选】tribute",,"【反】invective",,,,,,,,,,,,,,,,,,"[sound:youdao-1e42feb0-71428a8b-33a0f056-437897fe-d032dff3.mp3]",,"GRE::新东方GRE佛脚词改"
"decelerate","[ˌdiːˈseləreɪt]","【释】v. 减缓 to decrease the rate of progress of","【例】The software company decided to decelerate their pace of introducing new products, and focus on improving existing ones.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-d455c82d-7466a6e8-8cd16d89-bb1567f4-893a82c1.mp3]",,"GRE::新东方GRE佛脚词改"
"revitalize","[ˌriːˈvaɪtəlaɪz]","【释】v. 使…复活 to make active, healthy, or energetic again","【例】The shampoo commercial dishonestly claimed that the product could revitalize tired hair and cure split ends.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-4c551408-56fd9c3e-115804b5-58c56bdc-cc184069.mp3]",,"GRE::新东方GRE佛脚词改"
"indisputable","[ˌɪndɪˈspjuːtəbl]","【释】adj. 不容置疑的 impossible to question or doubt","【例】Given the indisputable video-replay evidence, the referee had no choice but to overturn the touchdown.",,,"【反】refutable",,,,,,,,,,,,,,,,,,"[sound:youdao-50f87d24-3af09da3-26ac286b-bdefff79-9040bfb1.mp3]",,"GRE::新东方GRE佛脚词改"
"roost","[ruːst]","【释】v. 栖息 to settle down for rest or sleep","【例】Some species of birds prefer to roost in the shady woods during the day as they are kept safe from predators due to the use of camouflage.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-371c7b8f-a6554616-da2a1983-62868cbb-685a22f4.mp3]",,"GRE::新东方GRE佛脚词改"
"corroborate","[kəˈrɑːbəreɪt]","【释】v. 佐证，提供证据证明 to support with evidence or authority","【例】Scientists' theories about the origin of the universe were later corroborated by solid evidence.",,,"【反】controvert, deny",,,,,,,,,,,,,,,,,,"[sound:youdao-7bb1180b-2ba61845-6cf10f0d-f4ea7534-ed56e41f.mp3]",,"GRE::新东方GRE佛脚词改"
"proclivity","[prəˈklɪvəti]","【释】n. 倾向，偏好 a strong natural liking for something","【例】William's only weakness lies in his overly trusting nature and proclivity to see everyone as a friend.","【选】predilection, penchant, preference",,,,,,,,,,,,,,,,,,,,"[sound:youdao-b258219d-a3fe60bc-770775a1-abef770c-9eac6b63.mp3]",,"GRE::新东方GRE佛脚词改"
"hysteria","[hɪˈstɪriə]","【释】n. 歇斯底里，情绪失控 excessive or uncontrollable emotion, such as fear or panic","【例】A journalist should not contribute to mass hysteria by reporting rumors or sensationalist stories.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-5a05c833-f1e5471a-ebea5ef3-2c755e93-00c0cd9b.mp3]",,"GRE::新东方GRE佛脚词改"
"speculate","[ˈspekjuleɪt]","【释】v. 推测，猜测 to think about something and make guesses about it","【例】At this point, we can only speculate about the election results as a portion of the votes remain uncounted.","【选】conjecture",,,,,,,,,,,,,,,,,,,,"[sound:youdao-ded0ee0a-7fd8cabf-05d4c70b-0e6f358f-4dd8fb07.mp3]",,"GRE::新东方GRE佛脚词改"
"conducive","[kənˈduːsɪv]","【释】adj. 有益的，有帮助的 tending to promote or assist","【例】The loud and hectic atmosphere of the coffee shop was not conducive to studying for the exam.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-94902c01-0aa2b76c-0128eb33-b518e4ae-67becbca.mp3]",,"GRE::新东方GRE佛脚词改"
"vexation","[vekˈseɪʃn]","【释】n. 烦恼 something that worries or annoys a person","【例】Commuting to work through the heavy morning traffic has proven to be a source of daily vexation for many Londoners.","【选】chagrin","【派】vexatious（adj. 令人烦恼的），vex（v. 使烦恼）",,,,,,,,,,,,,,,,,,,"[sound:youdao-252c8861-be608b44-ec3734da-beecb18d-3f7edf22.mp3]",,"GRE::新东方GRE佛脚词改"
"disdain","[dɪsˈdeɪn]","【释】v. 蔑视，鄙视 to strongly dislike or disapprove of (someone or something)","【例】People who were born and raised in Brooklyn typically disdain the expensive new lofts and fancy stores that are being built.","【选】opprobrium, contempt",,,,,,,,,,,,,,,,,,,,"[sound:youdao-612cfd68-5c021629-e72d6e89-ae194c70-b9739353.mp3]",,"GRE::新东方GRE佛脚词改"
"caterwaul","[ˈkætərwɔːl]","【释】v. 发出难听的声音 to make a very loud and unpleasant sound","【例】I was able to fall asleep even though the neighbor's cats were caterwauling through the night.","【选】shriek",,,"【释】v. 严厉抗议 to protest or complain noisily","【例】The hungry preschoolers caterwauled for lunch to be served.",,,,,,,,,,,,,,,,"[sound:youdao-1e716480-0707bd15-ef0b4230-4be07229-0ab75adf.mp3]",,"GRE::新东方GRE佛脚词改"
"efficacious","[ˌefɪˈkeɪʃəs]","【释】adj. 有效果的 having the power to produce a desired result or effect","【例】Copying your notes by hand may seem tedious, but it is an efficacious way of revising for the exam.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-06686e27-424f477a-7d509dd1-7516ae59-71e1d7bb.mp3]",,"GRE::新东方GRE佛脚词改"
"alienate","[ˈeɪliəneɪt]","【释】v. 疏远 to cause (someone) to feel that she or he no longer belongs in a particular group, society, etc.","【例】Being rude alienates people who might otherwise be open to dialogue with the opposing side.",,"【派】alien（adj. 陌生的）","【反】reunite","【释】v. 使…变得不友好 to cause (someone) to stop being friendly, helpful, etc., towards one","【例】Having alienated his former friends, the recluse relied only on his books for company.",,,,,,,,,,,,,,,,"[sound:youdao-d362923e-d064fbb9-722ac160-0a69ed4f-bb39ed40.mp3]",,"GRE::新东方GRE佛脚词改"
"analgesic","[ˌænəlˈdʒiːzɪk]","【释】n. 止痛药 a drug that relieves pain","【例】Many use aspirin as an analgesic for daily aches and pains.",,,,"【释】adj. 止痛的 capable of relieving pain","【例】Time is nature's best analgesic drug to help us relieve the pain from losing loved ones.",,,,,,,,,,,,,,,,"[sound:youdao-a07a2a70-14502bf5-2cdf7a57-5c21bcec-6a7d0784.mp3]",,"GRE::新东方GRE佛脚词改"
"anatomize","[əˈnætəˌmaɪz]","【释】v. 解剖 to cut in pieces in order to display or examine the structure and use of the parts","【例】The Body Worlds exhibitions present human bodies that are preserved and anatomized for various purposes.",,,,"【释】v. 分析 to analyze","【例】After anatomizing the structural framework of the bridge on the digital model, the engineer discovered the flaws in the original design.",,,,,,,,,,,,,,,,"[sound:youdao-aa5b62ee-48741e74-f5a72875-5273c2c6-e3fba403.mp3]",,"GRE::新东方GRE佛脚词改"
"embargo","[ɪmˈbɑːrɡoʊ]","【释】n. 贸易禁令 a government order that limits trade in some way","【例】Because of the long-standing US-Cuba trade embargo, most Cubans are forced to maintain their original 1950s automobiles.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-89be086a-71202142-fafa13dd-bdf0ab9d-fcea7510.mp3]",,"GRE::新东方GRE佛脚词改"
"contemplate","[ˈkɑːntəmpleɪt]","【释】v. 深入思考 to think deeply or carefully about","【例】Lina Wertmuller's film Love and Anarchy contemplates the two concepts in its title without taking a position on them.","【选】ponder",,,,,,,,,,,,,,,,,,,,"[sound:youdao-dbc0baae-ed30859c-501b0301-527e8968-da38409d.mp3]",,"GRE::新东方GRE佛脚词改"
"dogmatic","[dɔːɡˈmætɪk]","【释】adj. 教条的 expressing personal opinions or beliefs as if they are certainly correct and cannot be doubted","【例】The young religious believer was too dogmatic in his views and ended up alienating many of his old friends.","【选】doctrinaire, rigid",,,,,,,,,,,,,,,,,,,,"[sound:youdao-6435bc4a-314e1dbf-63f97811-5ad92b5d-b3ffc3cd.mp3]",,"GRE::新东方GRE佛脚词改"
"concrete","[ˈkɑːŋkriːt]","【释】adj. 真实的 existing in reality or in real experience; perceptible by the senses; real","【例】The use of the CERN lab led to a number of concrete discoveries that revealed the nature of sub-atomic particles.",,,,"【释】adj. 具体的 of or relating to an actual, specific thing or instance; particular","【例】The concrete details of the new agricultural law give large corporations more power than the local farmers had originally believed.",,,,,,,,,,,,,,,,"[sound:youdao-bddea852-75dbcb4a-bb7d737a-e33679e6-74e73ec4.mp3]",,"GRE::新东方GRE佛脚词改"
"equitable","[ˈekwɪtəbl]","【释】adj. 平等的，公平的 just or fair","【例】The brothers wanted to reach an equitable agreement on how to divide the inheritance from their parents.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-c691278f-aa18dfcb-c52fc199-79cb95bc-6610c6c8.mp3]",,"GRE::新东方GRE佛脚词改"
"fervent","[ˈfɜːrvənt]","【释】adj. 情感强烈的，热烈的 exhibiting or marked by great intensity of feeling","【例】The presidential candidate won over voters by showing a fervent desire to change existing housing policies.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-d106f0ab-4ea8bfc4-3a15280e-f02cb928-33c45066.mp3]",,"GRE::新东方GRE佛脚词改"
"alleviate","[əˈliːvieɪt]","【释】v. 减轻 to reduce the pain or trouble of","【例】Some environmentalists fear that the practices contributing to global warming are so established in industrialized nations that there are no simple ways to alleviate their effects.","【选】mitigate",,"【反】aggravate, exacerbate",,,,,,,,,,,,,,,,,,"[sound:youdao-5a9ab30b-66caaec5-a45946eb-60d62331-a3133271.mp3]",,"GRE::新东方GRE佛脚词改"
"contagious","[kənˈteɪdʒəs]","【释】adj. 传染的，有感染力的 communicable by contact","【例】Wang had to stay at home for two weeks while he had chicken pox as it is a contagious illness and can be easily passed to others by physical contact.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-5aa3cb80-e0c51276-300b7eb9-aea985e3-2b3c9816.mp3]",,"GRE::新东方GRE佛脚词改"
